Date,cap,stochaistic_k_percent,stochaistic_D,Momentum,rate_of_change,William_R_percent,AD_oscillator,Disparity
29-07-2011,-95.140625,8.950879425,55.80954649,-428.669922,-2832.771699,0.910491206,0.018543778,97.49627299
01-08-2011,-14.450196,18.09530943,45.88454774,-591.919922,-2049.684389,0.819046906,0.489483591,98.07581879
02-08-2011,-266.029297,0.130225836,32.46540283,-814.540039,-1456.849209,0.998697742,-0.00827388,96.83749398
03-08-2011,30.120118,21.95826326,23.52188246,-696.359375,-1708.376574,0.780417367,0.187173,97.87540019
04-08-2011,-509.879883,1.024405677,14.36086218,-1117.620117,-1018.564315,0.989755943,-0.004791101,94.90339263
05-08-2011,49.949219,24.52927651,11.42926473,-857.939453,-1333.964805,0.754707235,0.412407012,96.39631795
08-08-2011,-623.019532,0,11.03140954,-1430.260743,-755.795729,1,-0.0168533,92.64421012
09-08-2011,417.089844,37.8764481,16.08068689,-903.470703,-1244.065745,0.621235519,0.678439428,97.40623561
10-08-2011,-498.150391,7.59191973,15.88654979,-1412.549804,-758.9070771,0.924080803,-0.021734661,94.55484175
11-08-2011,413.610352,41.45316278,19.22338599,-723.310547,-1540.598242,0.585468372,1.018047837,99.19321975
12-08-2011,126.389648,51.5516415,26.56930251,-627.420899,-1796.086096,0.484483585,0.994474641,101.1190309
15-08-2011,210.63086,92.37814274,36.62928529,99.220703,11573.08913,0.076218573,1.003865322,102.9073368
16-08-2011,-88.470703,90.71428732,49.44212552,-38.680664,-29487.41957,0.092857127,0.026150978,102.2681859
17-08-2011,14.259765,87.09377578,58.37991113,600.360352,1900.560209,0.129062242,0.596711984,101.5258347
18-08-2011,-416.519531,36.06465482,63.53200468,-249.189453,-4410.531804,0.639353452,-0.007067933,98.10278851
19-08-2011,-169.379883,10.97756341,59.68930687,97.709961,11071.18484,0.890224366,0.336223145,96.43904594
22-08-2011,34.209961,7.310610511,59.64911984,-288.659179,-3760.369037,0.926893895,1.013586423,97.12596106
23-08-2011,321.200195,51.54062156,61.09018538,-92.259765,-12114.44639,0.484593784,0.999315459,100.1262341
24-08-2011,145.239258,71.30694695,63.91237187,-162.19043,-6979.887754,0.28693053,0.708416934,101.6267461
25-08-2011,-171.199219,47.84146705,57.54998963,-256.109376,-4353.53851,0.521585329,0.285951743,100.4224906
26-08-2011,136.830079,79.84432193,55.99713743,-125.669922,-8979.507474,0.201556781,0.444602878,101.8004698
29-08-2011,245.479492,99.65824215,57.7920612,548.669922,2103.131507,0.003417579,1.007993877,103.3673602
30-08-2011,28.350586,91.33999011,65.68853767,742.299804,1557.315539,0.086600099,0.452561349,102.5783776
31-08-2011,52.819336,88.4557436,76.75684912,758.879882,1530.351581,0.115442564,0.827280522,102.0718946
01-09-2011,-121.240235,71.65334017,85.94866765,316.810546,3627.900162,0.283466598,0.452358455,100.6173244
02-09-2011,-254.75,39.49262475,84.22752524,-80.450195,-13971.69984,0.605073752,-0.005095138,98.49888744
06-09-2011,-99.679687,26.6745853,77.85147358,-10.520507,-105881.7774,0.733254147,-0.009181805,97.6270286
07-09-2011,277.230469,61.49741082,79.80232269,130.320313,8759.079908,0.385025892,0.993976412,99.87912829
08-09-2011,-120.260743,46.31835571,75.01289895,-243.44043,-4640.071318,0.536816443,0.3225852,99.13912149
09-09-2011,-304.589843,7.598990527,61.86157728,-567.820312,-1935.846543,0.924010095,-0.002726943,97.16559403
12-09-2011,64.980468,26.49541861,52.59806707,-552.410156,-2002.338298,0.735045814,0.294602102,98.46229101
13-09-2011,51.839844,42.1184172,45.97844901,-387.720703,-2864.394272,0.578815828,0.518836032,99.35030518
14-09-2011,140.889649,64.66587148,44.9802392,6.470703,173810.0245,0.353341285,0.714944667,100.6022729
15-09-2011,185.990234,93.23871113,52.65825154,293.879883,3890.426106,0.067612889,1.004086732,101.8874401
16-09-2011,73.110351,96.69640329,62.6613684,94.229492,12213.89355,0.033035967,0.793941945,102.4410279
19-09-2011,-105.350585,81.42459931,65.50810961,105.200196,10837.44156,0.185754007,-0.009021462,101.3434552
20-09-2011,7.110351,80.48692159,70.38933331,416.530273,2738.975027,0.195130784,0.846342178,100.8778827
21-09-2011,-286.69043,24.44944346,72.79654087,63.719727,17459.01994,0.755505565,0.118580031,98.28916897
22-09-2011,-389.120117,14.34196696,71.06033349,-372.019531,-2885.286708,0.85658033,-0.005180625,95.28194927
23-09-2011,39.010742,18.2923581,67.65661076,-475.25,-2266.487211,0.817076419,0.439798889,96.19590832
26-09-2011,273.450196,46.87126652,65.11452434,-389.319336,-2836.709953,0.531287335,1.00104933,99.12075435
27-09-2011,143.86914,62.27711554,60.69143925,-318.399414,-3514.670548,0.377228845,1.004227851,100.8502958
28-09-2011,-176.30957,43.41300927,53.07952582,-390.109375,-2822.516222,0.565869907,0.394844743,99.73091678
29-09-2011,139.530273,65.45518622,50.79818109,-254.679687,-4379.611346,0.345448138,0.851319057,101.3608814
30-09-2011,-240.220703,40.95526454,45.15080152,-211.459961,-5160.96751,0.590447355,-0.006550089,99.44744433
03-10-2011,-260.659179,2.268003211,41.98202434,-78.530273,-13568.39776,0.977319968,0.201965409,97.19506826
04-10-2011,149.029297,41.89632225,45.91836081,37.229492,29032.65497,0.581036777,0.404182316,98.54662964
05-10-2011,139.40039,55.4990308,51.23359977,-103.910157,-10528.278,0.445009692,0.668168903,99.87836673
06-10-2011,183.540039,78.76921365,55.79044936,-67.360352,-16513.17095,0.212307863,0.703280525,101.641865
07-10-2011,-18.850586,80.6127451,58.40982501,92.219726,12039.85373,0.193872549,0.600927337,101.3352022
10-10-2011,328.240235,99.98538256,66.49159262,279.199219,4094.989853,0.000146174,1.004378291,103.9690937
11-10-2011,-15.439453,96.97513409,70.99444232,502.919922,2270.003495,0.030248659,0.178617681,103.1417301
12-10-2011,100.729492,91.2803603,78.18374171,863.549804,1333.895226,0.087196397,1.004713346,102.9211225
13-10-2011,-39.120117,83.41186999,89.77572268,669.419922,1714.638227,0.1658813,-0.005416465,101.6883958
14-10-2011,164.379882,99.70312582,98.03383747,704.540039,1652.77906,0.002968742,1.003153198,102.2504902
17-10-2011,-247.179687,58.06110522,98.3998481,273.669922,4164.505882,0.419388948,-0.004304245,99.73488373
18-10-2011,181.370117,86.19242998,99.46030758,473.929688,2442.777926,0.1380757,0.717122287,100.7137881
19-10-2011,-75.410156,58.46557445,96.29642606,71.440429,16103.79484,0.415344256,0.344315906,99.99491083
20-10-2011,41.089844,68.88566973,91.85360994,125.480468,9198.069195,0.311143303,0.403081064,100.1618384
21-10-2011,264.740234,99.28924292,92.18419692,289.94043,4072.833181,0.007107571,1.003929866,102.1119588
24-10-2011,104.669922,95.79140159,92.82863139,435.490234,2735.680203,0.042085984,0.977622629,102.4672019
25-10-2011,-204.870117,63.67995199,90.00978596,62.129883,18842.17312,0.36320048,-0.003298438,100.6100227
26-10-2011,164.310546,88.87579324,88.46302416,472.040039,2514.413833,0.111242068,0.937720146,101.4181375
27-10-2011,335.269532,91.51787771,93.24256309,631.5,1933.262044,0.084821223,1.007350763,103.5211651
28-10-2011,21.879883,94.04377413,94.36418368,726.490235,1683.589092,0.059562259,0.494642693,102.8077275
31-10-2011,-277.689454,55.58823342,93.95313496,413.229493,2893.067888,0.444117666,-0.006622213,99.99083329
01-11-2011,-293.040039,4.268771475,84.7221495,-150.830078,-7729.201042,0.957312285,-0.010101654,97.68237233
02-11-2011,177.09961,31.4865176,75.03604588,-77.580078,-15256.54568,0.685134824,1.002428659,99.26669296
03-11-2011,207.820312,63.3428959,70.40054507,337.84961,3565.038813,0.366571041,0.997352056,100.6075121
04-11-2011,-60.390625,53.98458466,69.01549259,114.200195,10493.18719,0.460154153,-0.005070347,99.95984307
07-11-2011,72.5,70.48828931,66.38870632,-140.160157,-8610.428175,0.295117107,0.470710689,100.8385528
08-11-2011,110.88086,90.13610552,66.19131029,-60.930664,-19973.8176,0.098638945,0.642711871,101.7630815
09-11-2011,-386.370118,27.0700822,56.62364001,-174.069336,-6767.958505,0.729299178,-0.008799895,98.71364493
10-11-2011,116.25,44.4917633,55.03843,235.900391,5041.89938,0.555082367,0.994149021,99.37918891
11-11-2011,256.719727,92.49188332,67.64173169,317.639649,3826.247676,0.075081167,1.0085377,101.1665389
14-11-2011,-75.080078,75.91342754,73.98843311,34.510742,35000.63971,0.240865725,0.117605829,100.5035023
15-11-2011,6.820312,79.72622083,76.3289081,112.919922,10712.15773,0.202737792,0.525661123,100.5115378
16-11-2011,-179.070312,37.43178277,73.96422211,-162.799804,-7313.024679,0.625682172,0.058912933,99.11956817
17-11-2011,-136.689453,18.74979396,66.57300849,-399.449219,-2946.740138,0.81250206,0.157453071,98.46459247
18-11-2011,26.569336,23.80168046,57.09666205,15.219726,77505.73273,0.761983195,0.84937601,98.65937286
21-11-2011,-253.160157,12.84907782,55.06509,-346.550782,-3332.068536,0.871509222,-0.001346372,96.97962167
22-11-2011,-49.649414,8.111705662,49.86793891,-659.959961,-1741.578339,0.918882943,0.177387005,97.29997733
23-11-2011,-240.860351,0,36.65481272,-821.430664,-1370.480833,1,-0.003822897,96.25690099
25-11-2011,-19.410156,0.025148456,25.81362999,-864.509765,-1299.193005,0.999748515,0.799137887,97.06039807
28-11-2011,290.540039,40.66667755,20.23369524,-382.580078,-3011.921014,0.593333225,1.001545026,100.0507795
29-11-2011,36.259765,52.00684276,22.31584666,-215.100586,-5372.198234,0.479931572,0.944192369,100.6024249
30-11-2011,486.94043,100,33.92301896,249.519532,4827.549808,0,1.007482673,104.5443302
01-12-2011,-23.839844,94.87381323,44.07618078,472.720703,2542.734049,0.051261868,0.192684053,103.7138466
02-12-2011,-0.830078,86.09562786,54.53997364,525.700195,2286.363984,0.139043721,0.907493582,103.0408811
05-12-2011,76.209961,90.71299962,66.34015849,840.280273,1439.737486,0.092870004,1.012358606,102.6566544
06-12-2011,46.660156,93.33230736,79.67334526,918.479492,1322.852605,0.066676926,0.848056712,101.9651669
07-12-2011,51.5,91.72328765,92.77307943,673.360351,1811.269419,0.082767124,0.545059023,101.5335667
08-12-2011,-199.879883,62.77640586,95.93161205,442.070312,2713.980077,0.372235941,-0.002002526,99.35729677
09-12-2011,185.049805,74.81210949,99.1895073,138.580078,8792.215982,0.251878905,0.989920735,100.7371082
12-12-2011,-162.419922,25.41883315,88.53505489,1.359375,884332.112,0.745811669,-0.011973593,99.38893375
13-12-2011,-68.940429,14.31134236,77.02613048,-64.479492,-18540.68644,0.856886576,0.519112219,98.91488336
14-12-2011,-124.429688,7.854568481,65.84883628,-274.349609,-4309.639993,0.921454315,-0.030088076,98.14545322
15-12-2011,44.959961,17.47449256,55.38619242,-281.320313,-4218.966431,0.825255074,1.01219504,98.85149526
16-12-2011,-3.709961,18.74468881,44.73081834,-329.980469,-3596.088485,0.812553112,0.667495394,99.22089608
19-12-2011,-97.330078,6.504764864,32.55674365,-231.440429,-5083.925836,0.934952351,0.311974438,98.65640076
20-12-2011,334.370117,82.56350425,35.38347199,-80.679688,-15002.01647,0.174364957,1.007379596,101.5828947
21-12-2011,4.009766,90.31296605,37.59788007,86.350586,14021.60749,0.09687034,0.134044142,101.512712
22-12-2011,62.290039,97.0817877,47.83544501,214.709961,5667.948676,0.029182123,0.995087367,101.7700573
23-12-2011,123.589844,99.38809604,59.98926696,470.519531,2612.856468,0.00611904,1.001170583,102.2352698
27-12-2011,-4.620118,93.74323052,72.25907583,422.540039,2908.919505,0.062567695,0.589226103,101.7027129
28-12-2011,-136.529297,70.15578128,79.78497422,285.020508,4263.345905,0.298442187,0.048827998,100.2072014
29-12-2011,133.959961,92.59707777,90.3353155,520.780273,2359.352048,0.074029222,1.004790917,100.7078173
30-12-2011,-65.089843,66.29170776,98.87630734,113.979492,10719.08582,0.337082922,0.039585197,100.0048726
03-01-2012,171.269531,77.90092203,98.21022416,289.639649,4280.277209,0.22099078,1.014048056,101.1342359
04-01-2012,25.959961,81.96347814,97.01744018,248.769531,4991.937667,0.180365219,0.351699375,101.0130247
05-01-2012,-10.969727,81.16233426,94.74323254,121.700195,10201.87371,0.188376657,0.115469082,100.8482846
06-01-2012,-48.140625,64.73126441,89.7922566,68.570313,18025.17647,0.352687356,-0.005553067,100.315383
09-01-2012,35.200196,73.4522482,86.89354484,241.280274,5136.221965,0.265477518,0.653460714,100.3007595
10-01-2012,65.009765,82.64574931,88.67782598,175.429688,7103.968473,0.173542507,1.015138342,100.6613444
11-01-2012,-9.609375,77.77164055,86.55990638,231.890625,5368.673354,0.222283595,0.001735889,100.2878395
12-01-2012,20.049805,81.07764998,88.67218384,73.639648,16935.1971,0.1892235,0.347292226,100.3765299
13-01-2012,-46.839844,59.86357973,86.09542065,3.639648,341298.3775,0.401364203,-0.005680626,99.97827773
17-01-2012,51.570313,65.02713057,83.67594243,66.370117,18806.76256,0.349728694,1.007045407,100.3846665
18-01-2012,103.5,98.76887311,86.19116226,219.030273,5743.019,0.012311269,0.776339483,100.9098707
19-01-2012,45.639648,99.42061165,91.1467833,231.290039,5458.073561,0.005793883,0.752970356,101.003387
20-01-2012,96.419922,100,94.93931927,258.010742,4930.213514,0,0.967702765,101.4762187
23-01-2012,-11.879883,87.70269538,95.66174014,259.370117,4899.87839,0.122973046,0.44607435,101.0844106
24-01-2012,-34.740234,80.39757107,96.03687307,204.730469,6191.433089,0.196024289,-0.003166799,100.5873782
25-01-2012,83.330078,94.53450015,97.95928024,336.790039,3788.369052,0.054654999,0.517361197,100.8617226
26-01-2012,-23.009766,72.39348887,99.74926726,252.559571,5042.228189,0.276065111,0.5661187,100.3839444
27-01-2012,-74.780273,34.8025442,95.4314692,81.509766,15532.44548,0.651974558,-0.00658418,99.70776069
30-01-2012,-4.389649,39.77396669,87.00362543,29.739258,42548.87505,0.602260333,-0.008772594,99.62134562
31-01-2012,-22.020507,33.11575705,77.53150334,-87.570313,-14426.01919,0.668842429,0.434509955,99.55556664
01-02-2012,83.780273,59.84826955,71.79554185,7.639649,166453.4583,0.401517304,0.999009682,100.2053751
02-02-2012,-11.5,56.31278494,67.31126893,29.660156,42836.6262,0.436872151,0.386235535,100.0848859
03-02-2012,155.679688,97.73309299,69.78777206,103.38086,12441.59748,0.02266907,0.997271384,101.2024764
06-02-2012,-16.34961,92.71148495,69.52734132,110.5,11624.55193,0.072885151,-0.021383944,100.94255
07-02-2012,21.419922,93.18467024,72.49751009,217.740234,5914.478899,0.068153298,0.483574771,100.9556524
08-02-2012,18.620117,94.1257587,80.97225502,230.230468,5596.109979,0.058742413,0.20328653,100.7409836
09-02-2012,5.139649,88.26854697,87.9000522,257.549805,5005.035807,0.11731453,0.520560249,100.5027508
10-02-2012,-90.439453,50.34206767,90.36095372,84.770508,15101.04253,0.496579323,-0.005682729,99.71291001
13-02-2012,72.659179,76.94201502,92.80291735,168.629883,7634.495031,0.23057985,0.976130006,100.0922295
14-02-2012,-7.11914,74.36953476,95.38245304,16.049804,80239.48625,0.256304652,0.052635495,100.1073509
15-02-2012,-84.840821,20.64065376,84.36924744,-64.179688,-19914.32273,0.793593462,0.145282898,99.42162833
16-02-2012,123.520508,88.61173697,83.78356916,25.879883,49861.43128,0.11388263,0.989807188,100.350582
17-02-2012,46.009766,91.95499346,83.60790104,65.919922,19644.85049,0.080450065,0.987164388,100.632978
21-02-2012,16.879883,84.95122441,82.29725329,75.230469,17234.62661,0.150487756,0.698975558,100.6718398
22-02-2012,-29.139649,73.60188625,80.20201604,137.439453,9414.087178,0.263981138,0.193717674,100.309119
23-02-2012,44.120117,91.90612707,86.13973881,110.650391,11734.87984,0.080938729,0.506217062,100.5426875
24-02-2012,-0.070312,88.13601312,87.7388814,104.669922,12403.70676,0.118639869,0.460693759,100.4129519
27-02-2012,-4.389649,81.44314491,88.74939714,200.559571,6472.64536,0.185568551,0.307523855,100.179817
28-02-2012,28.679688,84.5446337,97.87853713,101.040039,12871.25406,0.154553663,0.582331023,100.2503508
29-02-2012,-53.129883,40.12497425,90.95185674,2.200195,588678.2904,0.598750258,0.401538152,99.83899586
01-03-2012,28.459961,56.42750807,85.87650168,14.609375,88849.11096,0.435724919,0.899445301,100.0405042
02-03-2012,-3.410156,54.85122571,81.57650187,38.90039,33361.0288,0.451487743,0.24677234,99.97664784
05-03-2012,-18.689453,46.32689636,77.68007474,-21.88086,-59242.68776,0.536731036,-0.002466753,99.88698761
06-03-2012,-202.530274,7.569592585,65.63199838,-223.799804,-5701.144578,0.924304074,-0.018220837,98.56047374
07-03-2012,79.410156,31.93301081,57.60299806,-144.179688,-8903.702218,0.680669892,0.928068401,99.32241565
08-03-2012,73.089844,53.93756984,53.67363019,-97.179687,-13282.54991,0.460624302,0.982295866,99.97611356
09-03-2012,11.959961,62.84525343,50.57371872,-30.050781,-43000.6113,0.371547466,0.975773998,100.1184505
12-03-2012,32.620117,85.60826601,57.07133183,-20.589844,-62942.24454,0.14391734,0.963833518,100.4333604
13-03-2012,223.950196,99.38934714,63.20873741,200.109376,6585.238509,0.006106529,0.971047374,101.8968098
14-03-2012,15.819336,94.41418395,68.86058859,231.290039,5704.568889,0.055858161,0.792261261,101.7637771
15-03-2012,60.540039,99.85059761,76.50683162,493.609375,2684.867921,0.001494024,0.713041652,101.6632917
16-03-2012,-21.569336,87.55154111,87.93282427,395.290039,3347.572367,0.124484589,0.630234006,101.0709718
19-03-2012,6.509765,86.94625791,95.79185957,331.189453,3997.449123,0.130537421,0.607233082,100.7565836
20-03-2012,-67.660156,67.78927826,97.77067506,248.170899,5306.903623,0.322107217,-0.005906719,99.96220548
21-03-2012,-46.389648,51.04632667,96.08511409,164.910156,7958.648779,0.489536733,0.257220669,99.43851865
22-03-2012,-78.410157,10.57193165,85.36563776,-131.54004,-9917.998845,0.894280684,-0.00140486,98.98484012
23-03-2012,36.629883,27.22950266,75.05708855,-113.36914,-11538.17562,0.727704973,0.553532654,99.36939645
26-03-2012,159.469727,83.42701815,73.48749343,-11.129883,-118973.6665,0.165729819,1.010275418,100.6038403
27-03-2012,-46.700196,73.03537272,69.65674702,-34.889648,-37827.06684,0.269646273,0.330508942,100.3082973
28-03-2012,-69.399414,47.07676611,63.8746363,-112.919922,-11624.35266,0.529232339,0.103983758,99.88717866
29-03-2012,21.950196,54.55561164,59.24740112,-24.370118,-53942.37448,0.454443884,0.21329073,100.0629181
30-03-2012,63.419922,79.80998413,60.96464482,87.419922,15113.30568,0.201900159,1.02555028,100.4714591
02-04-2012,47.599609,88.91756913,66.37482231,218.350586,6074.859004,0.110824309,0.593155482,100.6316124
03-04-2012,-60.769531,63.10679611,73.87980295,118.819336,11108.92406,0.368932039,0.006486138,100.0101507
04-04-2012,-131.010742,19.50756489,72.77666898,-166.879883,-7834.826922,0.804924351,-0.007665789,99.24383393
05-04-2012,-9.609376,16.75026225,63.25141814,-137.590821,-9492.01375,0.832497377,0.176606516,99.28105898
09-04-2012,-128.129882,6.56180963,53.75519484,-196.620117,-6575.924194,0.934381904,-0.015719953,98.49896037
10-04-2012,-212.520508,0.91554187,47.16073424,-429.890624,-2957.945342,0.990844581,0,97.32661787
11-04-2012,89.530273,16.1674114,41.67670563,-406.650391,-3148.992336,0.838325886,1.007742228,98.44907871
12-04-2012,179.75,49.75128316,37.38260549,-277.910156,-4672.941883,0.502487168,1.005037951,100.147768
13-04-2012,-135.320312,28.51137723,28.75314951,-349.959961,-3671.73142,0.714886228,-0.001633729,99.47486231
16-04-2012,70.910156,55.84694723,27.71602824,-153.339844,-8426.648821,0.441530528,1.008898753,100.2007809
17-04-2012,192.769531,96.2404269,38.67786567,55.400391,23674.09291,0.037595731,1.001812676,101.6438051
18-04-2012,-85.829101,76.56602454,47.22297457,103.160156,12633.51133,0.234339755,-0.011260784,100.8869683
19-04-2012,-64.25,59.64178905,54.80582877,248.169921,5223.880298,0.403582109,0.258753546,100.0808796
20-04-2012,63.719726,68.59028666,64.47364945,223.870118,5820.008442,0.314097133,1.001271375,100.3361842
23-04-2012,-100.430664,28.62472958,66.25326634,-59.410156,-21759.19202,0.713752704,-0.00580205,99.61511385
24-04-2012,69.920899,54.58021641,66.94311394,151.969726,8555.361592,0.454197836,0.994510214,100.0210216
25-04-2012,92.419922,85.7790657,75.1242123,169.309571,7731.824994,0.142209343,0.928992691,100.5198922
26-04-2012,114.589843,93.93046756,80.5647152,89.080078,14823.3145,0.060695324,0.902806981,101.2955176
27-04-2012,23.609375,90.88811362,79.80009902,195.55957,6764.337624,0.091118864,0.833353008,101.2602323
30-04-2012,-14.149414,87.40207691,81.3481065,249.530274,5295.401504,0.125979231,0.008534521,100.8726084
01-05-2012,63.950196,87.96547525,85.39434739,250.060546,5310.442021,0.120345247,0.762334322,101.0983843
02-05-2012,-10.520508,82.99491538,87.45215149,341.40039,3886.512933,0.170050846,-0.014085617,100.6428472
03-05-2012,-62.969727,61.72546727,92.1808283,205.030274,6441.287711,0.382745327,0.143102849,99.95066495
04-05-2012,-168.770508,5.035935536,85.10307389,-52.450196,-24858.38095,0.949640645,-0.008703836,98.73276547
07-05-2012,-35.11914,10.45143403,74.34198365,-196.089844,-6633.964313,0.89548566,0.136810398,98.7169704
08-05-2012,-78.920899,23.03747685,64.21441355,-296.219726,-4365.708529,0.769625231,-0.040978094,98.45305329
09-05-2012,-90.229492,14.6699561,53.32610533,-378.570313,-3390.403085,0.853300439,-0.059310721,98.11833325
10-05-2012,20.209961,19.89501584,43.68223947,-424.280273,-3029.846273,0.801049842,0.867518676,98.72853151
11-05-2012,-33.299805,13.46487634,33.03929676,-447.970703,-2861.92814,0.865351237,0.453902956,98.95036212
14-05-2012,-123.440429,6.231448562,22.07308722,-511.240235,-2483.245398,0.937685514,-0.01105133,98.53912279
15-05-2012,-77.729493,5.406722353,14.02755223,-406.269531,-3109.265903,0.945932776,0.419779566,98.49110155
16-05-2012,-19,0.299947724,13.35098254,-409.980468,-3072.963419,0.997000523,0.723360642,98.68092521
17-05-2012,-155.300781,0.401209568,11.91523619,-489.59961,-2541.360324,0.995987904,0.07530771,97.99541461
18-05-2012,-73.86914,5.48283155,9.40742972,-465.679687,-2656.199149,0.945171684,0.323151563,97.93272308
21-05-2012,136.229492,28.85517471,11.43388952,-350.55957,-3567.005878,0.711448253,0.988174737,99.39646931
22-05-2012,-3.860352,34.44297908,13.51216998,-317.790039,-3934.298762,0.655570209,0.555698958,99.7431279
23-05-2012,-9.609375,41.30748814,17.48968596,-199.199218,-6273.192494,0.586925119,0.02790601,99.91683489
24-05-2012,38.830078,53.07861529,24.18213835,-102.25,-12254.03423,0.469213847,0.362116265,100.3026403
25-05-2012,-75.910156,47.77907684,30.23533184,-143.719727,-8666.054645,0.522209232,0.030200929,99.86703296
29-05-2012,124.189453,89.69510368,43.00606841,138.200196,9103.236315,0.103048963,0.998532145,100.7167839
30-05-2012,-164.609375,36.09415089,48.10506003,50.480469,24603.29826,0.639058491,-0.008707322,99.37186216
31-05-2012,-22.850586,27.29225515,51.22069197,-111.030274,-11162.22607,0.727077449,0.403771308,99.2865562
01-06-2012,-271.709961,2.199798777,47.41278112,-384.239258,-3153.912584,0.978002012,-0.006406179,97.51324581
04-06-2012,-18.769531,11.51218666,44.13695363,-394.69043,-3066.06369,0.884878133,0.231307389,97.81937427
05-06-2012,23.919922,16.10703344,40.53688867,-401.799805,-3018.406192,0.838929666,0.611434274,98.49047762
06-06-2012,291.530273,65.86065712,42.36289465,-40.040039,-31005.93893,0.341393429,0.989819543,100.8667442
07-06-2012,44.279297,78.28354276,46.7206755,-119.730469,-10407.50952,0.217164572,1.012544081,101.3827518
08-06-2012,93,99.79630291,48.16370396,134.339843,9345.105603,0.002036971,0.598615657,101.9821204
11-06-2012,-141.739258,61.12332161,51.73929977,17.780274,69803.37012,0.388766784,0.382038238,100.7999291
12-06-2012,154.309571,87.54104186,60.3462693,455.229493,2762.079346,0.124589581,1.004116586,101.583724
13-06-2012,-68.490235,73.3546782,70.51125208,394.919922,3164.281969,0.266453218,0.169135776,100.5001747
14-06-2012,154.320313,91.8474485,81.98771806,523.959961,2414.671177,0.081525515,1.006368899,101.1421462
15-06-2012,114.80957,97.99865048,93.68652049,352.379883,3623.126784,0.020013495,0.995700035,101.6544711
18-06-2012,-22.399414,89.54093885,97.06941788,280.860351,4536.710243,0.104590612,0.172125551,101.1295588
19-06-2012,92.479492,87.68925453,98.41309099,283.129883,4534.078121,0.123107455,1.01715157,101.5615682
20-06-2012,-14,84.69278277,96.25544526,413.159179,3103.98275,0.153072172,0.301298053,100.9876252
21-06-2012,-248.279297,26.92417339,91.36985265,-0.229493,-5478846.985,0.730758266,0.111512976,99.01276549
22-06-2012,64.979493,35.66587402,83.95911439,144.40039,8753.979316,0.64334126,1.011061345,99.38058451
25-06-2012,-136.229493,10.12639711,74.92650281,-149.25,-8376.991729,0.898736029,-0.005004697,98.4597427
26-06-2012,29.359376,18.49133382,64.44705785,-232.5,-5391.25588,0.815086662,0.592941545,98.97069655
27-06-2012,93.320312,39.15316988,56.04056062,-114.810546,-10998.12709,0.608468301,0.982831479,99.82907037
28-06-2012,-21.650391,35.61741583,48.33720019,-235.070312,-5361.059701,0.643825842,-0.004314889,99.8986228
29-06-2012,275.110352,99.93031375,50.08592294,55.700196,23123.95785,0.000696863,1.008230668,102.0366316
02-07-2012,-11.650391,93.20047445,51.30130746,297.819336,4321.878432,0.067995256,0.206586138,101.6251824
03-07-2012,73.790039,99.48792662,61.66755792,302.879883,4273.529172,0.005120734,0.741286215,101.8478526
05-07-2012,-52.449218,87.35548729,69.05178839,394.009766,3273.185346,0.126445127,0.161743246,101.0306449
06-07-2012,-117.38086,63.05634159,76.61320903,237.799805,5371.101851,0.369436584,-0.038997505,99.79210474
09-07-2012,-38.149414,55.97796695,81.96844234,109.280273,11654.70189,0.44022033,-0.005268579,99.38820343
10-07-2012,-80.830078,13.61939281,78.3207599,50.860351,24878.16122,0.863806072,0.420807813,98.68323114
11-07-2012,-50.330078,16.44149235,75.58134226,-275.559571,-4574.15804,0.835585077,0.069332767,98.60701383
12-07-2012,-28.979492,17.273119,63.77317158,-298.120117,-4217.517978,0.82726881,0.188665665,98.6912728
13-07-2012,202.599609,60.72699337,59.13410286,-166.570312,-7670.688546,0.392730066,0.998915908,100.4787923
16-07-2012,-47.599609,59.16145781,53.37317874,-169.459961,-7510.452549,0.408385422,0.027814435,100.2774417
17-07-2012,68.25,92.6783821,54.13359228,33.070312,38722.16276,0.073216179,0.554065234,100.8570609
18-07-2012,112.629883,96.91865723,58.97106595,172.410156,7487.204057,0.030813428,0.6956334,101.4727112
19-07-2012,33.069336,92.95105538,64.25293572,290.240235,4459.533445,0.070489446,0.785824129,101.4146256
20-07-2012,-122.229493,68.06232994,72.03049817,218.040039,5880.832883,0.319376701,-0.004002658,100.2236009
23-07-2012,-99.520507,36.68944747,74.92306319,148.19043,8584.535426,0.633105525,-0.00894413,99.26904394
24-07-2012,-103.160157,20.95108287,75.4484866,-159.769532,-7897.20052,0.790489171,0.041440014,98.632081
25-07-2012,62.820313,33.83797482,71.60719823,-51.160156,-24777.19146,0.661620252,1.002603617,99.14782688
26-07-2012,208.320312,80.3303421,74.63132456,82.389649,15642.65638,0.196696579,1.018114516,100.7123641
27-07-2012,186.439453,92.93840402,74.66847055,166.959961,7831.614285,0.07061596,1.00262024,101.9892846
30-07-2012,-3.629882,90.83225116,73.79898396,129.649414,10083.3543,0.091677488,0.617548291,101.821515
31-07-2012,-64.25,80.23071873,71.98179301,186.109376,6989.803506,0.197692813,0.126679308,101.1110895
01-08-2012,-37.769532,74.86654346,72.95382352,254.669922,5095.273828,0.251334565,0.534894734,100.5736934
02-08-2012,-84.879883,51.12520171,75.01607412,261.559571,4923.880183,0.488747983,-0.03288976,99.53168819
03-08-2012,215.059571,91.8226698,85.14058654,420.120117,3117.244186,0.081773302,1.023918682,100.7436888
