,cap,ebc_pred,tb_pred
0,-189.77929700000087,-952.7206809980333,-2203.04150390625
1,66.86913999999888,-955.0159605787196,-1978.9674072265625
2,-326.5996090000008,-938.1030388748693,-1774.6375732421875
3,180.86914000000252,-925.0993673392206,-913.5997314453125
4,-773.9296869999997,-927.9037145851115,-2861.46533203125
5,-77.02929700000095,-934.2566449468229,-5383.36181640625
6,-205.25,-935.2633095819423,167.5131378173828
7,27.730468000001565,-932.6788713115513,-3888.755126953125
8,192.88867200000087,-935.8172090934718,1296.4439697265625
9,-36.50976599999922,-909.7089702481273,-268.0963439941406
10,472.42968800000017,-972.206694321752,173.99786376953125
11,-27.009765999999214,-920.5410012406576,1636.49365234375
12,-1015.140625,-910.0963267381896,-5497.50537109375
13,181.4003909999992,-938.1327320910483,-3812.991455078125
14,-167.82031199999986,-901.0643067800844,455.3912658691406
15,-421.2089850000011,-959.9152568289066,-3697.91796875
16,-459.5488280000027,-926.8023848412373,-8192.8203125
17,584.548827999999,-922.2214839432764,-362.4010314941406
18,-59.66992200000095,-924.6484482429669,393.01959228515625
19,-95.33007799999905,-932.1793344193031,1233.1923828125
20,117.78125,-929.2569516859242,-1102.70751953125
21,206.06054700000087,-941.826335599783,-284.33917236328125
22,-33.160156000001734,-949.8505331716071,148.35357666015625
23,33.58007799999905,-928.5396076878445,-2609.296142578125
24,225.80078100000168,-902.0403633688655,-172.14801025390625
25,7.179687999996531,-933.0398725956666,570.1659545898438
26,387.09960900000084,-899.7510878994867,-166.2320098876953
27,73.57031300000017,-890.0934343746128,2023.562744140625
28,-30.509765999999214,-922.3577195546819,-2459.283447265625
29,2.7109380000001693,-906.9098061783824,-31.681081771850586
30,107.25,-926.3937116024786,-1193.4818115234375
31,-90.2304690000019,-955.2928560648987,590.763916015625
32,-77.36132799999905,-907.5580090014288,-3807.68310546875
33,306.9003900000025,-913.5198589457922,4.432098388671875
34,127.96093799999649,-938.5235506361099,1290.9451904296875
35,70.83007800000269,-955.7177679696914,-1399.6904296875
36,36.808593999998266,-916.5819574354379,271.4590148925781
37,225.81054700000087,-914.059133234685,15.838814735412598
38,-105.75976599999922,-913.6020954579984,-1685.9532470703125
39,100.45117200000095,-938.9733886477595,-3328.87939453125
40,9.21875,-919.3943314114812,-1270.971923828125
41,-20.208984000000786,-917.891942537865,932.855712890625
42,103.98046800000157,-916.5782877777377,-1723.1676025390625
43,285.21875,-915.2044919795845,2019.0567626953125
44,-56.00976599999922,-903.9818965614813,-1071.534423828125
45,102.5195309999981,-936.0857418949203,469.9746398925781
46,-293.1191399999989,-919.0933833003485,-1932.244140625
47,-10.310547000000954,-924.145344202236,-1231.46240234375
48,-173.31054700000095,-929.0595258245023,-2371.3515625
49,-298.0683599999975,-857.8276193090799,-2894.1748046875
50,-139.38085900000078,-905.7243275654724,-2529.336181640625
51,36.92968799999653,-969.9639063517732,-1809.95654296875
52,185.98828199999843,-916.1516030664786,-413.762939453125
53,247.78906199999986,-944.5132279566104,1573.160400390625
54,138.45117200000095,-917.1852302100517,2666.187255859375
55,24.478515999999214,-916.0023496458797,-2464.694091796875
56,-24.609375,-903.4505921488893,-231.66903686523438
57,214.140625,-925.7643067302142,712.1939086914062
58,-69.828125,-913.3447887079932,-4073.80078125
59,14.5,-928.1683218865271,-1156.874755859375
60,49.97070299999905,-897.5814691137913,628.4751586914062
61,-13.660155999998095,-908.8391554182963,642.84033203125
62,47.400390000002524,-901.6120143903115,448.0051574707031
63,3.0605469999973143,-888.6988059469244,-2102.498046875
64,138.7304690000019,-911.909716517624,271.68505859375
65,28.25,-907.6817178141782,-3098.200927734375
66,105.25,-931.3179830605761,-723.3297729492188
67,34.691406000001734,-885.8579740338433,-386.8721923828125
68,-231.91015600000168,-923.4089550252617,-1295.75634765625
69,-28.009765999999214,-917.7411247749225,-2556.7392578125
70,-343.11132799999905,-923.7960875456051,-4255.94775390625
71,-54.93945399999939,-938.4369432686993,-810.3445434570312
72,-195.6601559999981,-890.5808200481948,-1069.6282958984375
73,-184.03125,-935.3564430823894,-4954.68505859375
74,292.0097659999992,-913.8466910650405,-650.3458251953125
75,-64.63867199999731,-938.7896611189075,-1119.9527587890625
76,127.02929699999731,-941.5518555408787,-2542.579833984375
77,36.12109400000191,-915.8102043012892,1346.4036865234375
78,-160.47070399999942,-887.4754213205318,-3091.079345703125
79,-106.91992100000057,-947.5000605608361,-3767.6044921875
80,65.48046800000158,-941.8055236443757,464.2851257324219
81,488.17968699999983,-906.8605380087815,1936.0997314453125
82,116.44921899999828,-906.7800398461618,2072.88818359375
83,201.2714840000008,-890.3214562224647,1371.2877197265625
84,321.5,-900.0863826284173,1483.2064208984375
85,90.36914099999922,-894.5086872685596,1618.6348876953125
86,-21.509765999999214,-898.7125782160441,-47.95305252075195
87,4.0,-994.6156227376429,574.9453735351562
88,82.20898500000112,-1014.6286471467289,-1107.2962646484375
89,199.92968699999986,-965.8050781117084,149.2510986328125
90,-86.33007799999905,-885.8924825989762,189.0529327392578
91,112.79101599999922,-906.0163082736337,-922.9407348632812
92,35.42968699999983,-905.6708539336903,1895.7242431640625
93,-110.52148400000078,-903.4826783953714,-3293.385986328125
94,126.84179700000095,-909.0466926510993,-2781.933837890625
95,98.19921800000157,-917.9646861796826,98.0253677368164
96,225.19921899999463,-905.6972289523433,1118.1422119140625
97,54.400390000002524,-946.2735713695723,-1659.4072265625
98,57.67968699999983,-935.4269694239912,-977.2042846679688
99,30.380859000000786,-932.1315220528743,195.8209228515625
100,-81.390625,-915.2468050279952,-2098.5634765625
101,26.240234000000786,-909.8495827446911,-164.3477325439453
102,-46.84960900000078,-913.0701811586337,-327.2794494628906
103,-364.8105470000047,-931.8881341594696,-1926.9725341796875
104,-351.19921899999827,-917.2243715026756,-2134.88720703125
105,-269.42968700000347,-907.5263310689725,-2819.5517578125
106,3.6015619999998307,-928.9440177491484,1145.150390625
107,272.2988280000027,-964.4463847639773,-2944.790283203125
108,250.57031299999653,-897.7930894868522,1481.836181640625
109,-167.17968799999653,-930.8691942609169,-1835.919677734375
110,146.19921899999832,-929.6896043287669,852.1621704101562
111,-520.830077999999,-936.0905779180019,-4158.9052734375
112,341.890625,-905.7119833882794,1610.3778076171875
113,188.41015699999843,-951.3750089051837,786.1334228515625
114,227.30078100000168,-933.7339530313402,1747.490478515625
115,103.73046800000157,-902.5437215290851,-2763.453857421875
116,301.16015699999843,-932.1225219158671,725.2168579101562
117,-60.40039099999922,-925.1141579548804,80.2773666381836
118,122.22070300000269,-897.7897161583185,-704.9196166992188
119,269.26953199999843,-936.2109461362535,865.998291015625
120,19.349609000004424,-949.9531939993227,387.51519775390625
121,-70.609375,-928.0263276690828,545.5593872070312
122,-83.87109300000157,-907.6411345011342,-657.7160034179688
123,137.39843699999986,-951.1998025627094,164.52879333496094
124,-16.849608999993507,-916.9450424993597,-1823.999267578125
125,-134.92968800001108,-981.8630763877609,-1637.944091796875
126,110.20898500000477,-908.0689407838313,1254.7899169921875
127,-536.6796880000002,-923.6563916020443,-3224.518798828125
128,-386.8398439999983,-917.3340977135969,-4010.94482421875
129,232.67968799999653,-946.8893743885303,-1578.6729736328125
130,-225.7402340000008,-900.5192575181349,-574.56884765625
131,72.2304690000019,-902.4558754368453,1492.1749267578125
132,44.76953099999809,-896.8422346599664,-1261.74951171875
133,161.11132800000632,-980.2614517002827,922.0736083984375
134,60.07031199999618,-934.0016984930849,-1119.20458984375
135,-27.890625,-913.7898130935329,-143.9521942138672
136,-151.8203119999962,-970.668656360281,-3712.76513671875
137,-2.2402340000044205,-926.8468566131683,-313.7710266113281
138,58.68945399999939,-930.7217601635721,-454.41357421875
139,-104.32031300000016,-921.0095355552938,-846.0565185546875
140,250.7207029999954,-910.7469105316311,42.06364440917969
141,-45.41992200000823,-906.0887831517888,-2610.16650390625
142,259.11132800000627,-904.6038708076139,1415.1756591796875
143,98.16992199999369,-920.1879336531194,1148.50634765625
144,2.509765000002517,-918.6857924383269,389.55615234375
145,-79.5507809999981,-974.8103802052066,-722.184814453125
146,135.1601559999981,-925.0748702205174,-698.4337158203125
147,86.3398440000019,-915.6758207471736,-1303.5360107421875
148,149.68163999999524,-945.0536255397851,647.09423828125
149,-59.27148399999714,-900.874368398646,-2902.00537109375
150,86.53906200000347,-920.2298073763125,617.5432739257812
151,162.98046899999832,-956.1300307539047,595.1349487304688
152,-607.7597650000025,-927.5737287999382,-2170.789306640625
153,103.62890699999843,-891.2606405041578,-910.9572143554688
154,225.30078100000168,-946.0447983617404,2.878065824508667
155,68.02929700000459,-966.6955196912178,-618.2180786132812
156,30.080077999995407,-920.7543651318371,762.4224853515625
157,69.68945299999541,-905.4843509031692,97.31185913085938
158,-13.12890599999082,-954.6209227887249,-569.9180297851562
159,330.3300779999954,-910.5546015168616,356.2644958496094
160,135.8789059999981,-972.6921435186887,360.4911804199219
161,-240.1191410000065,-927.3631834815275,-2594.957275390625
162,-85.640625,-909.7928529377666,865.6078491210938
163,-87.83007799999541,-911.2287331419674,-3119.63330078125
164,173.6796880000001,-898.4928501391631,-1553.872314453125
165,26.49023399999351,-901.9138135863756,200.4761962890625
166,6.3007810000017335,-909.7314559464714,-203.42068481445312
167,230.14843799999653,-912.6297050812293,-105.83548736572266
168,181.3613280000063,-923.221443269584,954.3591918945312
169,-44.25976600000285,-970.8726273060234,467.8472595214844
170,-5.419922000000954,-950.3966850537107,-2099.3134765625
171,-152.61132799999902,-943.8201553846712,-418.01800537109375
172,119.37109399999828,-913.6647346198108,-2615.957763671875
173,-687.9003909999992,-927.2880287195449,-1751.1019287109375
174,51.789063000003814,-919.4983153833815,-4407.49072265625
175,226.25,-939.0824825749362,914.3948364257812
176,-180.36914100000286,-922.7785931131606,596.5319213867188
177,172.87890699999843,-931.4407425862868,-979.8460693359375
178,-493.3886719999937,-962.63648202078,-3153.135498046875
179,351.9902349999975,-959.4164383626025,1667.369384765625
180,339.8496089999972,-919.7064349374534,2478.484619140625
181,4.44140599999082,-928.6966052921815,-2513.238037109375
182,-157.69140599999082,-922.6974368241365,-1434.7520751953125
183,29.919921999993683,-907.2760259569453,-3254.229248046875
184,-1255.1699220000012,-922.4902872312314,-10442.5986328125
185,1171.9609369999996,-897.9712487839265,1708.0234375
186,-378.7910149999989,-916.2739025928437,-1556.378173828125
187,288.2402340000008,-928.8676277080245,1737.536376953125
188,-464.85156300000017,-906.5582891504358,-3376.69775390625
189,693.8300779999989,-932.9417032222347,-11325.583984375
190,1328.1503909999992,-930.2041747576776,1861.0184326171875
191,418.0410150000025,-967.5600669255474,1460.0523681640625
192,430.0898439999983,-895.0249167962332,3055.43310546875
193,530.1992190000019,-898.7312883017827,192.41448974609375
194,-407.9199210000006,-863.0032700724329,-5747.7353515625
195,466.46875,-913.2089700248333,-1032.6455078125
196,407.7011710000006,-937.4947870811224,-4424.36279296875
197,1843.8085939999985,-928.2695122668966,2637.761962890625
198,-643.96875,-950.8464920541685,498.8112487792969
199,-89.84961000000112,-932.9002309216914,2561.328369140625
200,-57.060546999997314,-899.9121910410535,-2788.177001953125
201,-729.8496090000008,-938.1516730378817,-3485.56005859375
202,72.08984399999827,-951.3990391331654,-5001.23583984375
203,105.75,-887.2556622324591,2180.057373046875
204,85.15039000000252,-988.1422156185084,534.1793212890625
205,237.91015699999843,-956.2424945639272,-387.0550537109375
206,491.0195310000017,-899.9663210763961,1253.6046142578125
207,95.20117200000095,-912.9122928439535,1963.24560546875
208,-464.79101599999916,-919.4779927156677,-2229.26171875
209,-539.2285159999992,-921.3787599737765,-4038.947021484375
210,20.0,-954.3571519280667,1110.84130859375
211,-141.66992100000058,-955.6850959562526,-910.5901489257812
212,270.609375,-885.6841804234414,1770.2412109375
213,148.6289059999981,-904.4807736044812,1308.248046875
214,-653.0996090000008,-912.909625881456,-4311.669921875
215,-121.54101599999922,-963.6158016760796,-1578.993896484375
216,108.33007800000269,-980.1388816874111,1953.57763671875
217,-102.28906200000351,-890.2396624811641,-1026.5994873046875
218,319.859375,-925.9352257754178,-1974.3582763671875
219,516.7910150000025,-921.3829516532057,1698.024658203125
220,398.72851599999916,-892.6593141695362,1757.333251953125
221,18.839843000001565,-931.3138758005024,-1384.5567626953125
222,239.52929700000087,-899.7555896908343,-705.3400268554688
223,324.36132799999905,-913.4346384677941,1760.83984375
224,1056.2890630000004,-926.6805125801819,-2613.17626953125
225,3.839843000001565,-930.6347513735117,925.4494018554688
226,-314.0703120000035,-964.9571218650088,-868.396728515625
227,-348.01953100000173,-915.9484918198876,-256.7469787597656
228,-166.42968699999986,-945.3578453316561,71.4539794921875
229,-627.7402350000011,-976.7691642347008,-4342.8515625
230,276.46875,-927.8658258000688,-481.9733581542969
231,359.9804690000019,-913.8914919001737,1119.7742919921875
232,366.9511710000006,-923.4728217134174,-31.265283584594727
233,57.068359999997476,-975.8859723827043,-75.19427490234375
234,59.63085900000078,-952.3828140630247,708.0072631835938
235,-221.94921899999832,-928.5675057005853,-2549.50048828125
236,144.859375,-944.079581232785,-1967.973388671875
237,-180.9003909999992,-940.6940997575603,366.68670654296875
238,965.6406250000036,-952.9287971064173,617.9127197265625
239,-263.2402340000044,-944.4708494401282,1112.836181640625
240,28.04882799999905,-877.3610763106134,-1933.3695068359375
241,-114.33007799999905,-901.5748026829572,-778.2421875
242,172.8515619999999,-960.114066134053,-985.717041015625
243,131.41015599999446,-902.176988343013,63.9958610534668
244,-422.5605469999937,-913.5510389763351,-3132.4501953125
245,81.77929699999731,-926.045157004774,-294.6077575683594
246,-141.00976599999922,-1004.9517356717272,-2658.448486328125
247,-21.019530999998093,-908.2160544321938,59.000328063964844
248,132.99023500000112,-896.8568219800353,-1364.788330078125
249,122.28906199999984,-934.4735441138712,2436.81689453125
250,260.1699220000046,-942.7161242214197,791.3545532226562
251,246.04101599999558,-915.7861344478956,2231.697509765625
252,150.859375,-957.149254921716,278.0684509277344
253,-93.58007800000631,-905.2961233058135,-1842.20263671875
254,141.12109300000157,-950.7554810975179,-910.08544921875
255,-188.5800780000063,-889.5641491351778,-1078.147216796875
256,135.45117100000058,-875.2185371867632,-1310.5640869140625
257,-89.53906300000382,-922.9686555393663,-997.1884765625
258,217.21875,-947.5888731685546,728.062744140625
259,42.37109300000157,-938.3885933749455,617.5732421875
